TA1AAM ✅ (Alfa, Alfa, Mike) 🟢 🟢 ⚫️
TA1CKQ ✅ (Charlie, Kilo, Quebec)
TA1CKS ✅ (Charlie, Kilo, Sierra)
TA1CKU ✅ (Charlie, Kilo, Uniform)
TA1CKV ✅ (Charlie, Kilo, Victor)
TA1CKW ✅ (Charlie, Kilo, Whiskey)
TA1CKX ✅ (Charlie, Kilo, X-ray)
TA1CKZ ✅ (Charlie, Kilo, Zulu)
TA1CLC ✅ (Charlie, Lima, Charlie) 🟢 ⚫️ 🟢
TA1CLD ✅ (Charlie, Lima, Delta)
TA1CLE ✅ (Charlie, Lima, Echo)
TA1CLF ✅ (Charlie, Lima, Foxtrot)
TA1CLH ✅ (Charlie, Lima, Hotel)
TA1CLI ✅ (Charlie, Lima, India)
TA1CLJ ✅ (Charlie, Lima, Juliett)
TA1CLL ✅ (Charlie, Lima, Lima) ⚫️ 🟢 🟢
TA1CLM ✅ (Charlie, Lima, Mike)
TA1CLN ✅ (Charlie, Lima, November)
TA1CLO ✅ (Charlie, Lima, Oscar)
TA1CLQ ✅ (Charlie, Lima, Quebec)
TA1CLT ✅ (Charlie, Lima, Tango)
TA1CLU ✅ (Charlie, Lima, Uniform)
TA1CLV ✅ (Charlie, Lima, Victor)
TA1CLW ✅ (Charlie, Lima, Whiskey)
TA1CLX ✅ (Charlie, Lima, X-ray)
TA1CLY ✅ (Charlie, Lima, Yankee)
TA1CLZ ✅ (Charlie, Lima, Zulu)
TA1CMA ✅ (Charlie, Mike, Alfa)
TA1CME ✅ (Charlie, Mike, Echo)
TA1CMF ✅ (Charlie, Mike, Foxtrot)
TA1CMG ✅ (Charlie, Mike, Golf)
TA1CMH ✅ (Charlie, Mike, Hotel)
TA1CMI ✅ (Charlie, Mike, India)
TA1CMJ ✅ (Charlie, Mike, Juliett)
TA1CMK ✅ (Charlie, Mike, Kilo)
TA1CMN ✅ (Charlie, Mike, November)
TA1CMO ✅ (Charlie, Mike, Oscar)
TA1CMP ✅ (Charlie, Mike, Papa)
TA1CMQ ✅ (Charlie, Mike, Quebec)
TA1CMR ✅ (Charlie, Mike, Romeo)
TA1CMS ✅ (Charlie, Mike, Sierra)
TA1CMT ✅ (Charlie, Mike, Tango)
TA1CMU ✅ (Charlie, Mike, Uniform)
TA1CMV ✅ (Charlie, Mike, Victor)
TA1CMW ✅ (Charlie, Mike, Whiskey)
TA1CMX ✅ (Charlie, Mike, X-ray)
TA1CMZ ✅ (Charlie, Mike, Zulu)
TA1CNA ✅ (Charlie, November, Alfa)
TA1CNB ✅ (Charlie, November, Bravo)
TA1CNC ✅ (Charlie, November, Charlie) 🟢 ⚫️ 🟢
TA1CND ✅ (Charlie, November, Delta)
TA1CNE ✅ (Charlie, November, Echo)
TA1CNF ✅ (Charlie, November, Foxtrot)
TA1CNH ✅ (Charlie, November, Hotel)
TA1CNI ✅ (Charlie, November, India)
TA1CNJ ✅ (Charlie, November, Juliett)
TA1CNM ✅ (Charlie, November, Mike)
TA1CNO ✅ (Charlie, November, Oscar)
TA1CNP ✅ (Charlie, November, Papa)
TA1CNQ ✅ (Charlie, November, Quebec)
TA1CNU ✅ (Charlie, November, Uniform)
TA1CNV ✅ (Charlie, November, Victor)
TA1CNW ✅ (Charlie, November, Whiskey)
TA1CNX ✅ (Charlie, November, X-ray)
TA1CNY ✅ (Charlie, November, Yankee)
TA1COA ✅ (Charlie, Oscar, Alfa)
TA1COB ✅ (Charlie, Oscar, Bravo)
TA1COC ✅ (Charlie, Oscar, Charlie) 🟢 ⚫️ 🟢
TA1COD ✅ (Charlie, Oscar, Delta)
TA1COE ✅ (Charlie, Oscar, Echo)
TA1COF ✅ (Charlie, Oscar, Foxtrot)
TA1COG ✅ (Charlie, Oscar, Golf)
TA1COH ✅ (Charlie, Oscar, Hotel)
TA1COI ✅ (Charlie, Oscar, India)
TA1COJ ✅ (Charlie, Oscar, Juliett)
TA1COK ✅ (Charlie, Oscar, Kilo)
TA1COL ✅ (Charlie, Oscar, Lima)
TA1CON ✅ (Charlie, Oscar, November)
TA1COP ✅ (Charlie, Oscar, Papa)
TA1COQ ✅ (Charlie, Oscar, Quebec)
TA1COR ✅ (Charlie, Oscar, Romeo)
TA1COS ✅ (Charlie, Oscar, Sierra)
TA1COT ✅ (Charlie, Oscar, Tango)
TA1COU ✅ (Charlie, Oscar, Uniform)
TA1COV ✅ (Charlie, Oscar, Victor)
TA1COW ✅ (Charlie, Oscar, Whiskey)
TA1COX ✅ (Charlie, Oscar, X-ray)
TA1COY ✅ (Charlie, Oscar, Yankee)
TA1CPA ✅ (Charlie, Papa, Alfa)
TA1CPB ✅ (Charlie, Papa, Bravo)
TA1CPC ✅ (Charlie, Papa, Charlie) 🟢 ⚫️ 🟢
TA1CPE ✅ (Charlie, Papa, Echo)
TA1CPF ✅ (Charlie, Papa, Foxtrot)
TA1CPG ✅ (Charlie, Papa, Golf)
TA1CPH ✅ (Charlie, Papa, Hotel)
TA1CPI ✅ (Charlie, Papa, India)
TA1CPJ ✅ (Charlie, Papa, Juliett)
TA1CPK ✅ (Charlie, Papa, Kilo)
TA1CPL ✅ (Charlie, Papa, Lima)
TA1CPM ✅ (Charlie, Papa, Mike)
TA1CPO ✅ (Charlie, Papa, Oscar)
TA1CPP ✅ (Charlie, Papa, Papa) ⚫️ 🟢 🟢
TA1CPQ ✅ (Charlie, Papa, Quebec)
TA1CPR ✅ (Charlie, Papa, Romeo)
TA1CPS ✅ (Charlie, Papa, Sierra)
TA1CPU ✅ (Charlie, Papa, Uniform)
TA1CPV ✅ (Charlie, Papa, Victor)
TA1CPW ✅ (Charlie, Papa, Whiskey)
TA1CPX ✅ (Charlie, Papa, X-ray)
TA1CPY ✅ (Charlie, Papa, Yankee)
TA1CPZ ✅ (Charlie, Papa, Zulu)
TA1CQA ✅ (Charlie, Quebec, Alfa)
TA1CQB ✅ (Charlie, Quebec, Bravo)
TA1CQC ✅ (Charlie, Quebec, Charlie) 🟢 ⚫️ 🟢
TA1CQD ✅ (Charlie, Quebec, Delta)
TA1CQE ✅ (Charlie, Quebec, Echo)
TA1CQF ✅ (Charlie, Quebec, Foxtrot)
TA1CQG ✅ (Charlie, Quebec, Golf)
TA1CQH ✅ (Charlie, Quebec, Hotel)
TA1CQI ✅ (Charlie, Quebec, India)
TA1CQJ ✅ (Charlie, Quebec, Juliett)
TA1CQK ✅ (Charlie, Quebec, Kilo)
TA1CQL ✅ (Charlie, Quebec, Lima)
TA1CQM ✅ (Charlie, Quebec, Mike)
TA1CQN ✅ (Charlie, Quebec, November)
TA1CQO ✅ (Charlie, Quebec, Oscar)
TA1CQP ✅ (Charlie, Quebec, Papa)
TA1CQQ ✅ (Charlie, Quebec, Quebec) ⚫️ 🟢 🟢
TA1CQR ✅ (Charlie, Quebec, Romeo)
TA1CQS ✅ (Charlie, Quebec, Sierra)
TA1CQT ✅ (Charlie, Quebec, Tango)
TA1CQU ✅ (Charlie, Quebec, Uniform)
TA1CQV ✅ (Charlie, Quebec, Victor)
TA1CQW ✅ (Charlie, Quebec, Whiskey)
TA1CQX ✅ (Charlie, Quebec, X-ray)
TA1CQY ✅ (Charlie, Quebec, Yankee)
TA1CQZ ✅ (Charlie, Quebec, Zulu)
TA1CRA ✅ (Charlie, Romeo, Alfa)
TA1CRB ✅ (Charlie, Romeo, Bravo)
TA1CRC ✅ (Charlie, Romeo, Charlie) 🟢 ⚫️ 🟢
TA1CRD ✅ (Charlie, Romeo, Delta)
TA1CRE ✅ (Charlie, Romeo, Echo)
TA1CRF ✅ (Charlie, Romeo, Foxtrot)
TA1CRG ✅ (Charlie, Romeo, Golf)
TA1CRI ✅ (Charlie, Romeo, India)
TA1CRJ ✅ (Charlie, Romeo, Juliett)
TA1CRL ✅ (Charlie, Romeo, Lima)
TA1CRM ✅ (Charlie, Romeo, Mike)
TA1CRN ✅ (Charlie, Romeo, November)
TA1CRO ✅ (Charlie, Romeo, Oscar)
TA1CRP ✅ (Charlie, Romeo, Papa)
TA1CRQ ✅ (Charlie, Romeo, Quebec)
TA1CRR ✅ (Charlie, Romeo, Romeo) ⚫️ 🟢 🟢
TA1CRS ✅ (Charlie, Romeo, Sierra)
TA1CRT ✅ (Charlie, Romeo, Tango)
TA1CRU ✅ (Charlie, Romeo, Uniform)
TA1CRW ✅ (Charlie, Romeo, Whiskey)
TA1CRY ✅ (Charlie, Romeo, Yankee)
TA1CRZ ✅ (Charlie, Romeo, Zulu)
TA1CSC ✅ (Charlie, Sierra, Charlie) 🟢 ⚫️ 🟢
TA1CSD ✅ (Charlie, Sierra, Delta)
TA1CSE ✅ (Charlie, Sierra, Echo)
TA1CSG ✅ (Charlie, Sierra, Golf)
TA1CSH ✅ (Charlie, Sierra, Hotel)
TA1CSI ✅ (Charlie, Sierra, India)
TA1CSJ ✅ (Charlie, Sierra, Juliett)
TA1CSK ✅ (Charlie, Sierra, Kilo)
TA1CSL ✅ (Charlie, Sierra, Lima)
TA1CSN ✅ (Charlie, Sierra, November)
TA1CSO ✅ (Charlie, Sierra, Oscar)
TA1CSP ✅ (Charlie, Sierra, Papa)
TA1CSQ ✅ (Charlie, Sierra, Quebec)
TA1CSR ✅ (Charlie, Sierra, Romeo)
TA1CSS ✅ (Charlie, Sierra, Sierra) ⚫️ 🟢 🟢
TA1CST ✅ (Charlie, Sierra, Tango)
TA1CSU ✅ (Charlie, Sierra, Uniform)
TA1CSV ✅ (Charlie, Sierra, Victor)
TA1CSW ✅ (Charlie, Sierra, Whiskey)
TA1CSX ✅ (Charlie, Sierra, X-ray)
TA1CSY ✅ (Charlie, Sierra, Yankee)
TA1CSZ ✅ (Charlie, Sierra, Zulu)
TA1CTB ✅ (Charlie, Tango, Bravo)
TA1CTD ✅ (Charlie, Tango, Delta)
TA1CTF ✅ (Charlie, Tango, Foxtrot)
TA1CTG ✅ (Charlie, Tango, Golf)
TA1CTH ✅ (Charlie, Tango, Hotel)
TA1CTI ✅ (Charlie, Tango, India)
TA1CTJ ✅ (Charlie, Tango, Juliett)
TA1CTM ✅ (Charlie, Tango, Mike)
TA1CTP ✅ (Charlie, Tango, Papa)
TA1CTQ ✅ (Charlie, Tango, Quebec)
TA1CTR ✅ (Charlie, Tango, Romeo)
TA1CTS ✅ (Charlie, Tango, Sierra)
TA1CTT ✅ (Charlie, Tango, Tango) ⚫️ 🟢 🟢
TA1CTU ✅ (Charlie, Tango, Uniform)
TA1CTV ✅ (Charlie, Tango, Victor)
TA1CTW ✅ (Charlie, Tango, Whiskey)
TA1CTX ✅ (Charlie, Tango, X-ray)
TA1CTY ✅ (Charlie, Tango, Yankee)
TA1CTZ ✅ (Charlie, Tango, Zulu)
TA1CUA ✅ (Charlie, Uniform, Alfa)
TA1CUB ✅ (Charlie, Uniform, Bravo)
TA1CUC ✅ (Charlie, Uniform, Charlie) 🟢 ⚫️ 🟢
TA1CUD ✅ (Charlie, Uniform, Delta)
TA1CUE ✅ (Charlie, Uniform, Echo)
TA1CUF ✅ (Charlie, Uniform, Foxtrot)
TA1CUG ✅ (Charlie, Uniform, Golf)
TA1CUH ✅ (Charlie, Uniform, Hotel)
TA1CUI ✅ (Charlie, Uniform, India)
TA1CUJ ✅ (Charlie, Uniform, Juliett)
TA1CUK ✅ (Charlie, Uniform, Kilo)
TA1CUL ✅ (Charlie, Uniform, Lima)
TA1CUO ✅ (Charlie, Uniform, Oscar)
TA1CUP ✅ (Charlie, Uniform, Papa)
TA1CUQ ✅ (Charlie, Uniform, Quebec)
TA1CUR ✅ (Charlie, Uniform, Romeo)
TA1CUS ✅ (Charlie, Uniform, Sierra)
TA1CUT ✅ (Charlie, Uniform, Tango)
TA1CUU ✅ (Charlie, Uniform, Uniform) ⚫️ 🟢 🟢
TA1CUV ✅ (Charlie, Uniform, Victor)
TA1CUW ✅ (Charlie, Uniform, Whiskey)
TA1CUX ✅ (Charlie, Uniform, X-ray)
TA1CUY ✅ (Charlie, Uniform, Yankee)
TA1CUZ ✅ (Charlie, Uniform, Zulu)
TA1CVA ✅ (Charlie, Victor, Alfa)
TA1CVB ✅ (Charlie, Victor, Bravo)
TA1CVC ✅ (Charlie, Victor, Charlie) 🟢 ⚫️ 🟢
TA1CVD ✅ (Charlie, Victor, Delta)
TA1CVE ✅ (Charlie, Victor, Echo)
TA1CVF ✅ (Charlie, Victor, Foxtrot)
TA1CVG ✅ (Charlie, Victor, Golf)
TA1CVI ✅ (Charlie, Victor, India)
TA1CVJ ✅ (Charlie, Victor, Juliett)
TA1CVM ✅ (Charlie, Victor, Mike)
TA1CVN ✅ (Charlie, Victor, November)
TA1CVO ✅ (Charlie, Victor, Oscar)
TA1CVP ✅ (Charlie, Victor, Papa)
TA1CVQ ✅ (Charlie, Victor, Quebec)
TA1CVR ✅ (Charlie, Victor, Romeo)
TA1CVT ✅ (Charlie, Victor, Tango)
TA1CVU ✅ (Charlie, Victor, Uniform)
TA1CVV ✅ (Charlie, Victor, Victor) ⚫️ 🟢 🟢
TA1CVX ✅ (Charlie, Victor, X-ray)
TA1CVY ✅ (Charlie, Victor, Yankee)
TA1CWA ✅ (Charlie, Whiskey, Alfa)
TA1CWB ✅ (Charlie, Whiskey, Bravo)
TA1CWD ✅ (Charlie, Whiskey, Delta)
TA1CWE ✅ (Charlie, Whiskey, Echo)
TA1CWF ✅ (Charlie, Whiskey, Foxtrot)
TA1CWG ✅ (Charlie, Whiskey, Golf)
TA1CWH ✅ (Charlie, Whiskey, Hotel)
TA1CWI ✅ (Charlie, Whiskey, India)
TA1CWJ ✅ (Charlie, Whiskey, Juliett)
TA1CWK ✅ (Charlie, Whiskey, Kilo)
TA1CWL ✅ (Charlie, Whiskey, Lima)
TA1CWM ✅ (Charlie, Whiskey, Mike)
TA1CWN ✅ (Charlie, Whiskey, November)
TA1CWO ✅ (Charlie, Whiskey, Oscar)
TA1CWP ✅ (Charlie, Whiskey, Papa)
TA1CWQ ✅ (Charlie, Whiskey, Quebec)
TA1CWR ✅ (Charlie, Whiskey, Romeo)
TA1CWS ✅ (Charlie, Whiskey, Sierra)
TA1CWT ✅ (Charlie, Whiskey, Tango)
TA1CWU ✅ (Charlie, Whiskey, Uniform)
TA1CWV ✅ (Charlie, Whiskey, Victor)
TA1CWW ✅ (Charlie, Whiskey, Whiskey) ⚫️ 🟢 🟢
TA1CWX ✅ (Charlie, Whiskey, X-ray)
TA1CWY ✅ (Charlie, Whiskey, Yankee)
TA1CWZ ✅ (Charlie, Whiskey, Zulu)
TA1CXA ✅ (Charlie, X-ray, Alfa)
TA1CXB ✅ (Charlie, X-ray, Bravo)
TA1CXC ✅ (Charlie, X-ray, Charlie) 🟢 ⚫️ 🟢
TA1CXD ✅ (Charlie, X-ray, Delta)
TA1CXE ✅ (Charlie, X-ray, Echo)
TA1CXF ✅ (Charlie, X-ray, Foxtrot)
TA1CXG ✅ (Charlie, X-ray, Golf)
TA1CXH ✅ (Charlie, X-ray, Hotel)
TA1CXI ✅ (Charlie, X-ray, India)
TA1CXJ ✅ (Charlie, X-ray, Juliett)
TA1CXK ✅ (Charlie, X-ray, Kilo)
TA1CXL ✅ (Charlie, X-ray, Lima)
TA1CXM ✅ (Charlie, X-ray, Mike)
TA1CXN ✅ (Charlie, X-ray, November)
TA1CXO ✅ (Charlie, X-ray, Oscar)
TA1CXP ✅ (Charlie, X-ray, Papa)
TA1CXQ ✅ (Charlie, X-ray, Quebec)
TA1CXR ✅ (Charlie, X-ray, Romeo)
TA1CXS ✅ (Charlie, X-ray, Sierra)
TA1CXT ✅ (Charlie, X-ray, Tango)
TA1CXU ✅ (Charlie, X-ray, Uniform)
TA1CXV ✅ (Charlie, X-ray, Victor)
TA1CXW ✅ (Charlie, X-ray, Whiskey)
TA1CXY ✅ (Charlie, X-ray, Yankee)
TA1CXZ ✅ (Charlie, X-ray, Zulu)
TA1CYA ✅ (Charlie, Yankee, Alfa)
TA1CYB ✅ (Charlie, Yankee, Bravo)
TA1CYD ✅ (Charlie, Yankee, Delta)
TA1CYE ✅ (Charlie, Yankee, Echo)
TA1CYF ✅ (Charlie, Yankee, Foxtrot)
TA1CYG ✅ (Charlie, Yankee, Golf)
TA1CYH ✅ (Charlie, Yankee, Hotel)
TA1CYI ✅ (Charlie, Yankee, India)
TA1CYJ ✅ (Charlie, Yankee, Juliett)
TA1CYM ✅ (Charlie, Yankee, Mike)
TA1CYN ✅ (Charlie, Yankee, November)
TA1CYO ✅ (Charlie, Yankee, Oscar)
TA1CYP ✅ (Charlie, Yankee, Papa)
TA1CYQ ✅ (Charlie, Yankee, Quebec)
TA1CYR ✅ (Charlie, Yankee, Romeo)
TA1CYS ✅ (Charlie, Yankee, Sierra)
TA1CYU ✅ (Charlie, Yankee, Uniform)
TA1CYV ✅ (Charlie, Yankee, Victor)
TA1CYW ✅ (Charlie, Yankee, Whiskey)
TA1CYX ✅ (Charlie, Yankee, X-ray)
TA1CYY ✅ (Charlie, Yankee, Yankee) ⚫️ 🟢 🟢
TA1CZA ✅ (Charlie, Zulu, Alfa)
TA1CZB ✅ (Charlie, Zulu, Bravo)
TA1CZC ✅ (Charlie, Zulu, Charlie) 🟢 ⚫️ 🟢
TA1CZD ✅ (Charlie, Zulu, Delta)
TA1CZE ✅ (Charlie, Zulu, Echo)
TA1CZF ✅ (Charlie, Zulu, Foxtrot)
TA1CZG ✅ (Charlie, Zulu, Golf)
TA1CZH ✅ (Charlie, Zulu, Hotel)
TA1CZI ✅ (Charlie, Zulu, India)
TA1CZJ ✅ (Charlie, Zulu, Juliett)
TA1CZK ✅ (Charlie, Zulu, Kilo)
TA1CZL ✅ (Charlie, Zulu, Lima)
TA1CZM ✅ (Charlie, Zulu, Mike)
TA1CZN ✅ (Charlie, Zulu, November)
TA1CZO ✅ (Charlie, Zulu, Oscar)
TA1CZP ✅ (Charlie, Zulu, Papa)
TA1CZQ ✅ (Charlie, Zulu, Quebec)
TA1CZR ✅ (Charlie, Zulu, Romeo)
TA1CZS ✅ (Charlie, Zulu, Sierra)
TA1CZT ✅ (Charlie, Zulu, Tango)
TA1CZU ✅ (Charlie, Zulu, Uniform)
TA1CZV ✅ (Charlie, Zulu, Victor)
TA1CZW ✅ (Charlie, Zulu, Whiskey)
TA1CZX ✅ (Charlie, Zulu, X-ray)
TA1CZY ✅ (Charlie, Zulu, Yankee)
TA1CZZ ✅ (Charlie, Zulu, Zulu) ⚫️ 🟢 🟢
TA1DAH ✅ (Delta, Alfa, Hotel)
TA1DAN ✅ (Delta, Alfa, November)
TA1DAP ✅ (Delta, Alfa, Papa)
TA1DAQ ✅ (Delta, Alfa, Quebec)
TA1DAU ✅ (Delta, Alfa, Uniform)
TA1DAV ✅ (Delta, Alfa, Victor)
TA1DAW ✅ (Delta, Alfa, Whiskey)
TA1DAX ✅ (Delta, Alfa, X-ray)
TA1DBB ✅ (Delta, Bravo, Bravo) ⚫️ 🟢 🟢
TA1DBF ✅ (Delta, Bravo, Foxtrot)
TA1DBG ✅ (Delta, Bravo, Golf)
TA1DBH ✅ (Delta, Bravo, Hotel)
TA1DBI ✅ (Delta, Bravo, India)
TA1DBJ ✅ (Delta, Bravo, Juliett)
TA1DBK ✅ (Delta, Bravo, Kilo)
TA1DBL ✅ (Delta, Bravo, Lima)
TA1DBM ✅ (Delta, Bravo, Mike)
TA1DBN ✅ (Delta, Bravo, November)
TA1DBO ✅ (Delta, Bravo, Oscar)
TA1DBQ ✅ (Delta, Bravo, Quebec)
TA1DBR ✅ (Delta, Bravo, Romeo)
TA1DBS ✅ (Delta, Bravo, Sierra)
TA1DBT ✅ (Delta, Bravo, Tango)
TA1DBU ✅ (Delta, Bravo, Uniform)
TA1DBV ✅ (Delta, Bravo, Victor)
TA1DBW ✅ (Delta, Bravo, Whiskey)
TA1DBX ✅ (Delta, Bravo, X-ray)
TA1DBY ✅ (Delta, Bravo, Yankee)
TA1DBZ ✅ (Delta, Bravo, Zulu)
TA1DCC ✅ (Delta, Charlie, Charlie) ⚫️ 🟢 🟢
TA1DCF ✅ (Delta, Charlie, Foxtrot)
TA1DCG ✅ (Delta, Charlie, Golf)
TA1DCH ✅ (Delta, Charlie, Hotel)
TA1DCI ✅ (Delta, Charlie, India)
TA1DCJ ✅ (Delta, Charlie, Juliett)
TA1DCK ✅ (Delta, Charlie, Kilo)
TA1DCL ✅ (Delta, Charlie, Lima)
TA1DCM ✅ (Delta, Charlie, Mike)
TA1DCN ✅ (Delta, Charlie, November)
TA1DCO ✅ (Delta, Charlie, Oscar)
TA1DCP ✅ (Delta, Charlie, Papa)
TA1DCQ ✅ (Delta, Charlie, Quebec)
TA1DCR ✅ (Delta, Charlie, Romeo)
TA1DCS ✅ (Delta, Charlie, Sierra)
TA1DCT ✅ (Delta, Charlie, Tango)
TA1DCV ✅ (Delta, Charlie, Victor)
TA1DCW ✅ (Delta, Charlie, Whiskey)
TA1DCX ✅ (Delta, Charlie, X-ray)
TA1DCY ✅ (Delta, Charlie, Yankee)
TA1DCZ ✅ (Delta, Charlie, Zulu)
TA1DDB ✅ (Delta, Delta, Bravo) 🟢 🟢 ⚫️
TA1DDC ✅ (Delta, Delta, Charlie) 🟢 🟢 ⚫️
TA1DDF ✅ (Delta, Delta, Foxtrot) 🟢 🟢 ⚫️
TA1DDH ✅ (Delta, Delta, Hotel) 🟢 🟢 ⚫️
TA1DDI ✅ (Delta, Delta, India) 🟢 🟢 ⚫️
TA1DDJ ✅ (Delta, Delta, Juliett) 🟢 🟢 ⚫️
TA1DDK ✅ (Delta, Delta, Kilo) 🟢 🟢 ⚫️
TA1DDL ✅ (Delta, Delta, Lima) 🟢 🟢 ⚫️
TA1DDM ✅ (Delta, Delta, Mike) 🟢 🟢 ⚫️
TA1DDN ✅ (Delta, Delta, November) 🟢 🟢 ⚫️
TA1DDO ✅ (Delta, Delta, Oscar) 🟢 🟢 ⚫️
TA1DDP ✅ (Delta, Delta, Papa) 🟢 🟢 ⚫️
TA1DDQ ✅ (Delta, Delta, Quebec) 🟢 🟢 ⚫️
TA1DDR ✅ (Delta, Delta, Romeo) 🟢 🟢 ⚫️
TA1DDS ✅ (Delta, Delta, Sierra) 🟢 🟢 ⚫️
TA1DDT ✅ (Delta, Delta, Tango) 🟢 🟢 ⚫️
TA1DDU ✅ (Delta, Delta, Uniform) 🟢 🟢 ⚫️
TA1DDV ✅ (Delta, Delta, Victor) 🟢 🟢 ⚫️
TA1DDW ✅ (Delta, Delta, Whiskey) 🟢 🟢 ⚫️
TA1DDX ✅ (Delta, Delta, X-ray) 🟢 🟢 ⚫️
TA1DDY ✅ (Delta, Delta, Yankee) 🟢 🟢 ⚫️
TA1DDZ ✅ (Delta, Delta, Zulu) 🟢 🟢 ⚫️
TA1DEF ✅ (Delta, Echo, Foxtrot)
TA1DEH ✅ (Delta, Echo, Hotel)
TA1DEI ✅ (Delta, Echo, India)
TA1DEJ ✅ (Delta, Echo, Juliett)
TA1DEK ✅ (Delta, Echo, Kilo)
TA1DEO ✅ (Delta, Echo, Oscar)
TA1DEQ ✅ (Delta, Echo, Quebec)
TA1DER ✅ (Delta, Echo, Romeo)
TA1DES ✅ (Delta, Echo, Sierra)
TA1DEU ✅ (Delta, Echo, Uniform)
TA1DEW ✅ (Delta, Echo, Whiskey)
TA1DEX ✅ (Delta, Echo, X-ray)
TA1DEY ✅ (Delta, Echo, Yankee)
TA1DEZ ✅ (Delta, Echo, Zulu)
TA1DFA ✅ (Delta, Foxtrot, Alfa)
TA1DFC ✅ (Delta, Foxtrot, Charlie)
TA1DFD ✅ (Delta, Foxtrot, Delta) 🟢 ⚫️ 🟢
TA1DFE ✅ (Delta, Foxtrot, Echo)
TA1DFF ✅ (Delta, Foxtrot, Foxtrot) ⚫️ 🟢 🟢
TA1DFG ✅ (Delta, Foxtrot, Golf)
TA1DFH ✅ (Delta, Foxtrot, Hotel)
TA1DFI ✅ (Delta, Foxtrot, India)
TA1DFJ ✅ (Delta, Foxtrot, Juliett)
TA1DFK ✅ (Delta, Foxtrot, Kilo)
TA1DFL ✅ (Delta, Foxtrot, Lima)
TA1DFM ✅ (Delta, Foxtrot, Mike)
TA1DFO ✅ (Delta, Foxtrot, Oscar)
TA1DFP ✅ (Delta, Foxtrot, Papa)
TA1DFQ ✅ (Delta, Foxtrot, Quebec)
TA1DFR ✅ (Delta, Foxtrot, Romeo)
TA1DFS ✅ (Delta, Foxtrot, Sierra)
TA1DFU ✅ (Delta, Foxtrot, Uniform)
TA1DFV ✅ (Delta, Foxtrot, Victor)
TA1DFW ✅ (Delta, Foxtrot, Whiskey)
TA1DFX ✅ (Delta, Foxtrot, X-ray)
TA1DFY ✅ (Delta, Foxtrot, Yankee)
TA1DFZ ✅ (Delta, Foxtrot, Zulu)
TA1DGA ✅ (Delta, Golf, Alfa)
TA1DGB ✅ (Delta, Golf, Bravo)
TA1DGC ✅ (Delta, Golf, Charlie)
TA1DGD ✅ (Delta, Golf, Delta) 🟢 ⚫️ 🟢
TA1DGE ✅ (Delta, Golf, Echo)
TA1DGF ✅ (Delta, Golf, Foxtrot)
TA1DGG ✅ (Delta, Golf, Golf) ⚫️ 🟢 🟢
TA1DGH ✅ (Delta, Golf, Hotel)
TA1DGI ✅ (Delta, Golf, India)
TA1DGJ ✅ (Delta, Golf, Juliett)
TA1DGK ✅ (Delta, Golf, Kilo)
TA1DGO ✅ (Delta, Golf, Oscar)
TA1DGP ✅ (Delta, Golf, Papa)
TA1DGQ ✅ (Delta, Golf, Quebec)
TA1DGR ✅ (Delta, Golf, Romeo)
TA1DGS ✅ (Delta, Golf, Sierra)
TA1DGT ✅ (Delta, Golf, Tango)
TA1DGU ✅ (Delta, Golf, Uniform)
TA1DGV ✅ (Delta, Golf, Victor)
TA1DGW ✅ (Delta, Golf, Whiskey)
TA1DGX ✅ (Delta, Golf, X-ray)
TA1DGY ✅ (Delta, Golf, Yankee)
TA1DGZ ✅ (Delta, Golf, Zulu)
TA1DHA ✅ (Delta, Hotel, Alfa)
TA1DHB ✅ (Delta, Hotel, Bravo)
TA1DHC ✅ (Delta, Hotel, Charlie)
TA1DHD ✅ (Delta, Hotel, Delta) 🟢 ⚫️ 🟢
TA1DHE ✅ (Delta, Hotel, Echo)
TA1DHF ✅ (Delta, Hotel, Foxtrot)
TA1DHG ✅ (Delta, Hotel, Golf)
TA1DHH ✅ (Delta, Hotel, Hotel) ⚫️ 🟢 🟢
TA1DHI ✅ (Delta, Hotel, India)
TA1DHJ ✅ (Delta, Hotel, Juliett)
TA1DHK ✅ (Delta, Hotel, Kilo)
TA1DHL ✅ (Delta, Hotel, Lima)
TA1DHN ✅ (Delta, Hotel, November)
TA1DHO ✅ (Delta, Hotel, Oscar)
TA1DHP ✅ (Delta, Hotel, Papa)
TA1DHQ ✅ (Delta, Hotel, Quebec)
TA1DHR ✅ (Delta, Hotel, Romeo)
TA1DHS ✅ (Delta, Hotel, Sierra)
TA1DHU ✅ (Delta, Hotel, Uniform)
TA1DHV ✅ (Delta, Hotel, Victor)
TA1DHW ✅ (Delta, Hotel, Whiskey)
TA1DHX ✅ (Delta, Hotel, X-ray)
TA1DHY ✅ (Delta, Hotel, Yankee)
TA1DHZ ✅ (Delta, Hotel, Zulu)
TA1DIA ✅ (Delta, India, Alfa)
TA1DIB ✅ (Delta, India, Bravo)
TA1DIC ✅ (Delta, India, Charlie)
TA1DID ✅ (Delta, India, Delta) 🟢 ⚫️ 🟢
TA1DIG ✅ (Delta, India, Golf)
TA1DIH ✅ (Delta, India, Hotel)
TA1DII ✅ (Delta, India, India) ⚫️ 🟢 🟢
TA1DIJ ✅ (Delta, India, Juliett)
TA1DIK ✅ (Delta, India, Kilo)
TA1DIL ✅ (Delta, India, Lima)
TA1DIM ✅ (Delta, India, Mike)
